,Name,Event,ED,Pre/Post,Rk,Date,Offset,Tm, ,Opp, ,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,ORtg,DRtg,OR_Team,DR_Team
0,Kyle Korver,Baby,2016-11-07,Pre,1,2016-10-27,-11,ATL,,WAS,W (+15),1,21:41,2.0,4.0,0.5,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,3.0,3.0,4.0,1.0,0.0,2.0,3.0,5.0,4.5,-4.0,106,98,110.2,95.7
1,Kyle Korver,Baby,2016-11-07,Pre,2,2016-10-29,-9,ATL,@,PHI,W (+32),1,24:23,6.0,8.0,0.75,3.0,4.0,0.75,0.0,0.0,,0.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,15.0,14.5,14.0,130,72,103.7,71.8
2,Kyle Korver,Baby,2016-11-07,Pre,3,2016-10-31,-7,ATL,,SAC,W (+11),1,32:14,6.0,11.0,0.545,5.0,8.0,0.625,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,17.0,10.3,0.0,116,108,113.1,101.3
3,Kyle Korver,Baby,2016-11-07,Pre,4,2016-11-02,-5,ATL,,LAL,L (-7),1,27:13,1.0,6.0,0.16699999999999998,1.0,6.0,0.16699999999999998,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0,3.0,-0.4,-12.0,62,125,114.2,121.1
4,Kyle Korver,Baby,2016-11-07,Pre,5,2016-11-04,-3,ATL,@,WAS,L (-3),1,20:31,1.0,9.0,0.111,1.0,6.0,0.16699999999999998,0.0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,4.0,1.0,3.0,-4.0,0.0,31,94,90.1,93.0
5,Kyle Korver,Baby,2016-11-07,Pre,6,2016-11-05,-2,ATL,,HOU,W (+15),1,29:32,4.0,6.0,0.667,2.0,3.0,0.667,0.0,0.0,,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,10.0,10.1,23.0,118,98,110.4,95.7
6,Kyle Korver,Baby,2016-11-07,Post,8,2016-11-09,2,ATL,,CHI,W (+8),1,26:27,4.0,5.0,0.8,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,5.0,11.0,6.1,6.0,121,113,114.2,106.3
7,Kyle Korver,Baby,2016-11-07,Post,9,2016-11-12,5,ATL,,PHI,W (+21),1,28:19,5.0,11.0,0.455,3.0,8.0,0.375,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,14.0,9.9,4.0,102,93,117.7,96.6
8,Kyle Korver,Baby,2016-11-07,Post,10,2016-11-15,8,ATL,@,MIA,W (+3),1,28:50,2.0,4.0,0.5,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,4.0,0.3,5.0,52,101,95.0,91.9
9,Kyle Korver,Baby,2016-11-07,Post,11,2016-11-16,9,ATL,,MIL,W (+7),1,26:51,3.0,9.0,0.33299999999999996,2.0,7.0,0.28600000000000003,3.0,3.0,1.0,0.0,6.0,6.0,5.0,1.0,2.0,0.0,2.0,11.0,12.8,2.0,120,96,108.3,101.2
10,Kyle Korver,Baby,2016-11-07,Post,12,2016-11-18,11,ATL,@,CHO,L (-4),1,29:18,2.0,6.0,0.33299999999999996,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,5.0,1.2,-3.0,81,110,96.3,100.3
11,Kyle Korver,Baby,2016-11-07,Post,13,2016-11-20,13,ATL,@,NYK,L (-10),1,37:29,7.0,12.0,0.583,2.0,4.0,0.5,1.0,1.0,1.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,17.0,14.9,-17.0,142,108,98.0,108.5
12,Kyle Korver,Baby,2016-11-07,Post,14,2016-11-22,15,ATL,,NOP,L (-18),1,29:15,5.0,6.0,0.833,4.0,5.0,0.8,0.0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,1.0,2.0,14.0,13.4,-24.0,186,123,98.4,117.3
13,Kyle Korver,Baby,2016-11-07,Post,16,2016-11-25,18,ATL,@,UTA,L (-27),1,26:19,1.0,4.0,0.25,1.0,2.0,0.5,0.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,4.1,-8.0,74,97,72.4,101.1
14,Kyle Korver,Baby,2016-11-07,Post,17,2016-11-27,20,ATL,@,LAL,L (-15),1,31:33,3.0,10.0,0.3,2.0,8.0,0.25,2.0,2.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,10.0,4.0,-10.0,83,120,99.3,115.1
15,Kyle Korver,Baby,2016-11-07,Post,18,2016-11-28,21,ATL,@,GSW,L (-5),1,30:29,1.0,6.0,0.16699999999999998,1.0,4.0,0.25,0.0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,3.0,2.0,3.0,-1.2,0.0,50,110,99.5,104.5
16,Kyle Korver,Baby,2016-11-07,Post,19,2016-11-30,23,ATL,@,PHO,L (-2),1,16:24,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,2.9,-1.0,161,113,105.5,107.5
17,Kyle Korver,Baby,2016-11-07,Post,20,2016-12-02,25,ATL,,DET,L (-36),1,33:38,2.0,8.0,0.25,0.0,3.0,0.0,3.0,4.0,0.75,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,3.4,-28.0,74,128,88.8,126.4
18,Kyle Korver,Baby,2016-11-07,Post,21,2016-12-03,26,ATL,@,TOR,L (-44),1,24:50,3.0,7.0,0.429,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,6.0,2.2,-21.0,70,132,87.8,133.7
19,Kyle Korver,Baby,2016-11-07,Post,22,2016-12-05,28,ATL,,OKC,L (-3),0,31:44,5.0,10.0,0.5,3.0,6.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,15.0,11.5,6.0,118,104,98.8,101.8
20,Kyle Korver,Baby,2016-11-07,Post,23,2016-12-07,30,ATL,,MIA,W (+8),0,33:48,3.0,9.0,0.33299999999999996,2.0,6.0,0.33299999999999996,1.0,1.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,1.0,3.0,9.0,6.1,8.0,113,111,111.3,102.6
