,Name,Event,ED,Pre/Post,Rk,Date,Offset,Tm, ,Opp, ,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,ORtg,DRtg,OR_Team,DR_Team
0,Al Horford,Baby,2015-02-23,Pre,44,2015-01-23,-31,ATL,,OKC,W (+10),1,32:00,6.0,12.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,3.0,9.0,12.0,3.0,1.0,3.0,1.0,1.0,14.0,16.6,12.0,123,91,110.6,99.8
1,Al Horford,Baby,2015-02-23,Pre,45,2015-01-25,-29,ATL,,MIN,W (+12),1,31:08,8.0,9.0,0.889,0.0,0.0,,3.0,3.0,1.0,1.0,5.0,6.0,4.0,1.0,2.0,1.0,2.0,19.0,21.5,11.0,173,114,131.9,117.7
2,Al Horford,Baby,2015-02-23,Pre,46,2015-01-28,-26,ATL,,BRK,W (+11),1,33:18,10.0,13.0,0.769,0.0,0.0,,0.0,0.0,,2.0,8.0,10.0,5.0,0.0,0.0,2.0,3.0,20.0,19.0,-9.0,140,114,125.7,113.5
3,Al Horford,Baby,2015-02-23,Pre,47,2015-01-30,-24,ATL,,POR,W (+6),1,33:56,8.0,15.0,0.5329999999999999,1.0,1.0,1.0,0.0,0.0,,2.0,6.0,8.0,4.0,3.0,2.0,1.0,2.0,17.0,18.3,6.0,116,93,107.0,100.9
4,Al Horford,Baby,2015-02-23,Pre,48,2015-01-31,-23,ATL,,PHI,W (+6),1,33:13,10.0,16.0,0.625,0.0,1.0,0.0,3.0,4.0,0.75,2.0,9.0,11.0,4.0,0.0,3.0,1.0,0.0,23.0,23.4,4.0,132,90,102.5,95.7
5,Al Horford,Baby,2015-02-23,Pre,49,2015-02-02,-21,ATL,@,NOP,L (-15),1,30:05,4.0,9.0,0.444,0.0,1.0,0.0,0.0,0.0,,5.0,4.0,9.0,4.0,3.0,0.0,1.0,1.0,8.0,12.4,-10.0,115,118,111.3,128.0
6,Al Horford,Baby,2015-02-23,Pre,50,2015-02-04,-19,ATL,,WAS,W (+9),1,34:25,10.0,24.0,0.41700000000000004,0.0,0.0,,1.0,1.0,1.0,6.0,7.0,13.0,2.0,1.0,1.0,1.0,0.0,21.0,16.6,2.0,99,98,109.8,100.3
7,Al Horford,Baby,2015-02-23,Pre,51,2015-02-06,-17,ATL,,GSW,W (+8),1,27:51,4.0,10.0,0.4,0.0,1.0,0.0,4.0,4.0,1.0,1.0,13.0,14.0,6.0,1.0,0.0,3.0,5.0,12.0,11.4,17.0,104,104,123.0,115.0
8,Al Horford,Baby,2015-02-23,Pre,52,2015-02-08,-15,ATL,@,MEM,L (-6),1,32:18,2.0,11.0,0.182,0.0,0.0,,2.0,2.0,1.0,1.0,11.0,12.0,2.0,0.0,0.0,4.0,3.0,6.0,-0.7,-11.0,49,96,94.5,101.0
9,Al Horford,Baby,2015-02-23,Pre,53,2015-02-09,-14,ATL,@,MIN,W (+12),1,28:29,11.0,18.0,0.611,0.0,0.0,,6.0,7.0,0.857,4.0,4.0,8.0,3.0,1.0,2.0,3.0,2.0,28.0,24.1,14.0,128,114,127.1,114.1
10,Al Horford,Baby,2015-02-23,Pre,54,2015-02-11,-12,ATL,@,BOS,L (-1),1,35:44,11.0,15.0,0.733,0.0,2.0,0.0,0.0,0.0,,1.0,11.0,12.0,3.0,0.0,1.0,1.0,1.0,22.0,21.3,1.0,132,92,95.0,96.1
11,Al Horford,Baby,2015-02-23,Pre,55,2015-02-20,-3,ATL,,TOR,L (-25),1,27:01,3.0,9.0,0.33299999999999996,1.0,1.0,1.0,0.0,0.0,,4.0,8.0,12.0,4.0,1.0,0.0,2.0,0.0,7.0,8.9,-22.0,89,103,82.6,108.4
12,Al Horford,Baby,2015-02-23,Pre,56,2015-02-22,-1,ATL,@,MIL,W (+11),1,32:44,5.0,12.0,0.41700000000000004,0.0,1.0,0.0,5.0,6.0,0.833,4.0,4.0,8.0,1.0,0.0,2.0,2.0,1.0,15.0,11.9,15.0,109,94,102.4,90.8
13,Al Horford,Baby,2015-02-23,Post,57,2015-02-25,2,ATL,,DAL,W (+17),1,27:09,4.0,10.0,0.4,0.0,0.0,,3.0,4.0,0.75,2.0,6.0,8.0,6.0,2.0,0.0,1.0,2.0,11.0,12.8,17.0,117,89,116.8,97.7
14,Al Horford,Baby,2015-02-23,Post,58,2015-02-27,4,ATL,,ORL,W (+7),1,30:48,7.0,9.0,0.778,0.0,0.0,,3.0,4.0,0.75,5.0,8.0,13.0,4.0,2.0,0.0,1.0,1.0,17.0,22.4,12.0,161,92,104.6,96.9
15,Al Horford,Baby,2015-02-23,Post,60,2015-03-03,8,ATL,,HOU,W (+8),1,36:13,9.0,14.0,0.643,0.0,0.0,,0.0,0.0,,2.0,6.0,8.0,1.0,0.0,3.0,3.0,1.0,18.0,14.4,17.0,106,96,106.6,98.4
16,Al Horford,Baby,2015-02-23,Post,61,2015-03-06,11,ATL,,CLE,W (+9),1,33:39,7.0,12.0,0.583,1.0,1.0,1.0,4.0,4.0,1.0,2.0,7.0,9.0,6.0,2.0,1.0,2.0,1.0,19.0,21.4,8.0,137,103,119.3,109.2
