,Name,Event,ED,Pre/Post,Rk,Date,Offset,Tm, ,Opp, ,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,ORtg,DRtg,OR_Team,DR_Team
20,Isaiah Thomas,Baby,2012-01-29,Post,23,2012-02-06,8,SAC,@,NOH,W (+8),0,26:27,6.0,11.0,0.545,3.0,6.0,0.5,2.0,4.0,0.5,2.0,3.0,5.0,6.0,1.0,0.0,0.0,2.0,17.0,17.6,18.0,153,107,116.5,107.2
21,Isaiah Thomas,Baby,2012-01-29,Post,24,2012-02-07,9,SAC,@,MIN,L (-2),0,17:57,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,3.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,8.0,34,84,89.9,92.1
22,Isaiah Thomas,Baby,2012-01-29,Post,25,2012-02-09,11,SAC,,OKC,W (+5),0,15:50,3.0,7.0,0.429,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.3,3.0,115,114,108.5,103.4
23,Isaiah Thomas,Baby,2012-01-29,Post,26,2012-02-11,13,SAC,,PHO,L (-14),0,19:07,2.0,9.0,0.222,1.0,4.0,0.25,0.0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,2.0,1.0,5.0,0.4,-5.0,63,113,95.4,111.3
24,Isaiah Thomas,Baby,2012-01-29,Post,27,2012-02-14,16,SAC,@,CHI,L (-6),0,19:35,3.0,4.0,0.75,1.0,1.0,1.0,2.0,3.0,0.667,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,9.0,9.0,-2.0,186,132,118.8,125.0
25,Isaiah Thomas,Baby,2012-01-29,Post,28,2012-02-15,17,SAC,@,NYK,L (-15),0,24:14,6.0,13.0,0.462,0.0,2.0,0.0,2.0,3.0,0.667,0.0,3.0,3.0,4.0,2.0,0.0,0.0,3.0,14.0,11.4,4.0,108,103,90.4,106.4
26,Isaiah Thomas,Baby,2012-01-29,Post,29,2012-02-17,19,SAC,@,DET,L (-6),1,23:25,4.0,6.0,0.667,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,0.0,3.0,1.0,13.0,12.4,1.0,128,117,110.9,117.1
27,Isaiah Thomas,Baby,2012-01-29,Post,30,2012-02-19,21,SAC,@,CLE,L (-1),1,42:55,8.0,16.0,0.5,3.0,7.0,0.429,4.0,5.0,0.8,4.0,4.0,8.0,11.0,0.0,1.0,2.0,3.0,23.0,23.8,11.0,135,107,99.3,100.4
28,Isaiah Thomas,Baby,2012-01-29,Post,31,2012-02-21,23,SAC,@,MIA,L (-12),1,36:02,7.0,14.0,0.5,5.0,8.0,0.625,5.0,5.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,2.0,4.0,24.0,18.2,-9.0,146,134,115.6,128.5
29,Isaiah Thomas,Baby,2012-01-29,Post,32,2012-02-22,24,SAC,@,WAS,W (+8),1,35:55,9.0,19.0,0.474,0.0,4.0,0.0,0.0,0.0,,0.0,2.0,2.0,6.0,1.0,0.0,2.0,5.0,18.0,10.1,11.0,105,114,117.5,109.3
30,Isaiah Thomas,Baby,2012-01-29,Post,33,2012-02-28,30,SAC,,UTA,W (+7),1,39:15,6.0,12.0,0.5,2.0,5.0,0.4,4.0,4.0,1.0,0.0,2.0,2.0,8.0,1.0,0.0,5.0,0.0,18.0,14.2,2.0,110,104,107.7,100.4
